,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
1978,"Lenovo ThinkPad T14s Gen 2 Intel Evo Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Evo Core i7,16,512,SSD,,14.0,No,2204.98
1979,"Lenovo ThinkPad T470 Intel Core i5-7200U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,475.0
1980,"Lenovo ThinkPad T480s Intel Core i7-8550U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,,14.0,No,767.75
1981,"Lenovo ThinkPad T490S Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,,14.0,No,847.12
1982,"Lenovo ThinkPad T490s Intel Core i7-8565U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,14.0,No,898.84
1983,"Lenovo ThinkPad T580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,15.6,No,802.0
1984,"Lenovo ThinkPad X1 Carbon Intel Core i7-8550U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,512,SSD,,14.0,No,587.32
1985,"Lenovo ThinkPad X1 Extreme Gen 4 Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,2228.08
1986,"Lenovo ThinkPad X1 Yoga Intel Core i7-8650U/16GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,14.0,Yes,999.0
1987,"Lenovo ThinkPad X13 Yoga Gen 1 Intel Core i5-10210U/16GB/512GB SSD/13.3"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,,13.3,Yes,1779.0
1988,"Lenovo V14 G2 ALC AMD Ryzen 5 5500U/8GB/256GB SSD/14""",Refurbished,Lenovo,V14,AMD Ryzen 5,8,256,SSD,,14.0,No,739.61
1989,"Lenovo V14 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/14""",Refurbished,Lenovo,V14,Intel Core i5,8,256,SSD,,14.0,No,675.95
1990,"Lenovo V15 ADA AMD 3020E/8GB/256GB SSD/15.6""",Refurbished,Lenovo,V15,AMD 3020e,8,256,SSD,,15.6,No,445.79
1991,"Lenovo V15 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Lenovo,V15,Intel Core i5,16,512,SSD,,15.6,No,915.07
1992,"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512GB SSD/15.6""",Refurbished,Lenovo,V15,Intel Core i7,16,512,SSD,,15.6,No,786.14
1993,"Lenovo V15 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",Refurbished,Lenovo,V15,Intel Core i3,8,256,SSD,,15.6,No,563.92
1994,"Lenovo V330-15IKB Intel Core i3-8130U/4GB/128GB SSD/15.6""",Refurbished,Lenovo,V330,Intel Core i3,4,128,SSD,,15.6,No,499.49
1995,"Lenovo Yoga 9 14ITL5 Intel Evo Core i7-1185G7/16 GB/1TB SSD/14"" Táctil",Refurbished,Lenovo,Yoga,Intel Evo Core i7,16,1000,SSD,,14.0,Yes,1999.0
1996,"Lenovo Yoga C930-13IKB Intel Core i5-8250U/8GB/512GB SSD/13.9"" Táctil",Refurbished,Lenovo,Yoga,Intel Core i5,8,512,SSD,,13.9,Yes,989.47
1997,"Lenovo Yoga Creator 7 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,Yoga,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,786.84
1998,"Lenovo Yoga S940-14IIL Intel Core i7-1065G7/16GB/1TB SSD/14""",Refurbished,Lenovo,Yoga,Intel Core i7,16,1000,SSD,,14.0,No,1999.0
1999,"MSI Alpha 15 A3DDK-001XES AMD Ryzen 7 3750H/16GB/512GB SSD/RX 5500M/15.6""",Refurbished,MSI,Alpha,AMD Ryzen 7,16,512,SSD,Radeon Pro 5500M,15.6,No,721.14
2000,"MSI Alpha 15 A4DEK-006XES AMD Ryzen 7 4800H/16GB/512GB SSD/RX 5600M/15.6""",Refurbished,MSI,Alpha,AMD Ryzen 7,16,512,SSD,,15.6,No,711.94
2001,"MSI Bravo 15 B5ED-015XES AMD Ryzen 7 5800H/16GB/1TB SSD/RX6500M/15.6""",Refurbished,MSI,Bravo,AMD Ryzen 7,16,1000,SSD,RX 6500M,15.6,No,1149.0
2002,"MSI Creator 15 A10SET-082ES Intel Core i7-10750H/32GB/1TB SSD/RTX 2060/15.6"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 2060,15.6,Yes,1414.04
2003,"MSI Creator 15 A10SF-018ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070/15.6"" 4K",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 2070,15.6,No,1592.89
2004,"MSI Creator 17 A10SFS-625ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070 SUPER/17.3"" 4K",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 2070,17.3,No,2059.49
2005,"MSI Creator Pro M15 A11UIS-846XES Intel Core i7-11800H/16GB/512GB SSD/RTX A1000/15.6""",Refurbished,MSI,Creator,Intel Core i7,16,512,SSD,RTX A1000,15.6,No,1399.0
2006,"MSI Creator Pro Z17 A12UKST-203ES Intel Core i7-12700H/32GB/1TB SSD/RTX A3000/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX A3000,17.0,Yes,3449.0
2007,"MSI Creator Z16 A11UE-020XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16""",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3060,16.0,No,2149.0
2008,"MSI Creator Z16 A11UE-088XES Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16""",Refurbished,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3060,16.0,No,1999.0
2009,"MSI Creator Z16 A12UET-011ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/16"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3060,16.0,Yes,2699.0
2010,"MSI Creator Z16P B12UGST-030ES Intel Core i9-12900H/64GB/2TB SSD/RTX 3070Ti/16"" Táctil",Refurbished,MSI,Creator,Intel Core i9,64,2000,SSD,RTX 3070,16.0,Yes,3699.0
2011,"MSI Creator Z17 A12UHST-027ES Intel Core i9-12900H/64GB/2TB SSD/RTX 3080Ti/17"" Táctil",Refurbished,MSI,Creator,Intel Core i9,64,2000,SSD,RTX 3080,17.0,Yes,4599.0
2012,"MSI Creator Z17 A12UHT-034ES Intel Core i9-12900H/32GB/2TB SSD/RTX 3080/17"" Táctil",Refurbished,MSI,Creator,Intel Core i9,32,2000,SSD,RTX 3080,17.0,Yes,3899.0
2013,"MSI Crosshair 15 Rainbow Six Extraction Edition B12UGZ-080ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Crosshair,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2299.0
2014,"MSI Delta 15 A5EFK-011XES AMD Ryzen 9 5900HX/16 GB/1TB SSD/RX 6700M/15.6""",Refurbished,MSI,Delta,AMD Ryzen 9,16,1000,SSD,RX 6700M,15.6,No,1699.0
2015,"MSI GE66 Raider 10SFS-624ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070 SUPER/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 2070,15.6,No,1746.33
2016,"MSI GE66 Raider 10UE-404XES Intel Core i7-10870H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1283.43
2017,"MSI GE66 Raider 10UG-403XES Intel Core i7-10870H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1366.34
2018,"MSI GE66 Raider 10UG-602ES Intel Core i9-10980HK/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 3070,15.6,No,1820.65
2019,"MSI GE66 Raider 10UG-605ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1960.24
2020,"MSI GE66 Raider 10UH-068ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,2115.19
2021,"MSI GE66 Raider 11UH-463XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,1889.29
2022,"MSI GE75 Raider 9SG-1203XES Intel Core i7-9750H/32GB/1TB SSD/RTX 2080/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 2080,17.3,No,1717.18
2023,"MSI GE76 Raider 10UH-061ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,2429.64
2024,"MSI GE76 Raider 11UG-236ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,2243.18
2025,"MSI GF63 Thin 10SCXR-405XES Intel Core i7-10750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,736.49
2026,"MSI GF63 Thin 9SC-047XES Intel Corei7-9750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,646.73
2027,"MSI GF65 Thin 10SER-884XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,739.38
2028,"MSI GF65 Thin 10UE-274XES Intel Core i5-10500H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,MSI,Thin,Intel Core i5,16,512,SSD,RTX 3060,15.6,No,806.49
2029,"MSI GF65 Thin 9SD-072XES Intel Core i7-9750H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,GTX 1660,15.6,No,806.28
2030,"MSI GF75 Thin 10SER-427XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/17.3""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,RTX 2060,17.3,No,998.69
2031,"MSI GF75 Thin 10UE-017XES Intel Core i7-10750H/16GB/512GB SSD/RTX 3060/17.3""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,877.09
2032,"MSI GL65 9SEK-210XES Intel Core i7-9750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,MSI,GL65,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,885.84
2033,"MSI GL65 Leopard 10SDK-600XES Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,GTX 1660,15.6,No,1043.94
2034,"MSI GL65 Leopard 10SFR-483XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,861.99
2035,"MSI GL65 Leopard 10SFSK-280XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070 SUPER/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2070,15.6,No,901.09
2036,"MSI GL75 9SEK-074XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GL75,Intel Core i7,16,1000,SSD,RTX 2060,17.3,No,937.48
2037,"MSI GL75 Leopard 10SEK-040XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2060,17.3,No,1073.34
2038,"MSI GL75 Leopard 10SEK-261XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2060,17.3,No,1007.59
2039,"MSI GL75 Leopard 10SFK-060XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2070,17.3,No,958.04
2040,"MSI GP65 Leopard 10SDK-817XES Intel Core i7-10870H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,512,SSD,GTX 1660,15.6,No,1182.53
2041,"MSI GP66 Leopard 10UE-226XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1086.64
2042,"MSI GP66 Leopard 10UE-484XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1022.79
2043,"MSI GP66 Leopard 11UG-089XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Leopard,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1949.0
2044,"MSI GP75 Leopard 9SF-1037XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2070,17.3,No,1092.48
2045,"MSI GP76 Leopard 10UG-066XES Intel Core i7-10870H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1283.54
2046,"MSI GP76 Leopard 11UG-238ES Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1979.0
2047,"MSI GP76 Leopard 11UG-239XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1999.0
2048,"MSI GS65 Stealth 8SF-036ES Intel Core i7-8750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,MSI,Stealth,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,1430.18
2049,"MSI GS66 Stealth 10UE-260ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1659.24
2050,"MSI GS66 Stealth 10UG-480ES Intel Core i9-10980HK/64GB/2TB SSD/RTX 3070/15.6""",Refurbished,MSI,Stealth,Intel Core i9,64,2000,SSD,RTX 3070,15.6,No,2679.88
2051,"MSI GS66 Stealth 11UH-072ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,2256.03
2052,"MSI GS75 Stealth 10SE-816XES Intel Core i7-10875H/32GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 2060,17.3,No,1196.48
2053,"MSI GS75 Stealth 9SG-267ES Intel Core i7-9750H/32GB/2TB SSD/RTX 2080/17.3""",Refurbished,MSI,Stealth,Intel Core i7,32,2000,SSD,RTX 2080,17.3,No,2067.84
2054,"MSI GT76 Titan DT 10SFS-209ES Intel Core i7-10700K/32GB/1TB+1TB SSD/RTX 2070 SUPER/17.3""",Refurbished,MSI,Titan,Intel Core i7,32,1000,SSD,RTX 2070,17.3,No,1721.09
2055,"MSI GT76 Titan DT 9SG-026ES Intel Core i7-9750H/64GB/2TB SSD/RTX 2080/17.3""",Refurbished,MSI,Titan,Intel Core i7,64,2000,SSD,RTX 2080,17.3,No,2373.14
2056,"MSI Katana GF66 11UC-045XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3050/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,916.94
2057,"MSI Katana GF66 11UE-066ES Intel Core i7-11800H/16 GB/1 TB SSD/RTX 3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1699.0
2058,"MSI Katana GF66 11UE-667XES Intel Core i7-11800H/8GB/512GB SSD/RTX 3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,8,512,SSD,RTX 3060,15.6,No,1469.0
2059,"MSI Katana GF66 11UG-072XES Intel Core i7-11800H/16GB/512GB SSD/RTX 3070/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3070,15.6,No,1071.44
2060,"MSI Katana GF66 12UE-090ES Intel Core i7-12700H/16GB/1TB SSD/RTX3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1749.0
2061,"MSI Katana GF66 12UE-091XES Intel Core i7-12700H/16GB/512GB SSD/RTX3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1499.0
2062,"MSI Katana GF76 12UE-058XES Intel Core i7-12700H/16 GB/512GB SSD/RTX 3060/17.3""",Refurbished,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,1549.0
2063,"MSI Modern 14 A10RAS-1049XES Intel Core I7-10510U/32GB/1TB SSD/MX330/14""",Refurbished,MSI,Modern,Intel Core i7,32,1000,SSD,MX 330,14.0,No,840.84
2064,"MSI Modern 14 A10RAS-870XES Intel Core I7-10510U/16GB/1TB SSD/MX330/14""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,MX 330,14.0,No,899.99
2065,"MSI Modern 14 B10MW-215XES Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,MSI,Modern,Intel Core i5,16,512,SSD,,14.0,No,588.29
2066,MSI Modern 14 B10MW-614XPT Intel Core i7-10510U/16GB/512GB SSD/14'' (PT),Refurbished,MSI,Modern,Intel Core i7,16,512,SSD,,14.0,No,649.0
2067,"MSI Modern 14 B10RBSW-063XES Intel Core i7-10510U/16GB/1TB SSD/MX 350/14""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,,14.0,No,711.94
2068,"MSI Modern 14 B10RBSW-419XES Intel Core i7-10510U/16GB/1TB SSD/MX 350/14""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,,14.0,No,644.39
2069,"MSI Modern 14 B11MO-079XES Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,MSI,Modern,Intel Core i7,16,512,SSD,,14.0,No,999.0
2070,"MSI Modern 14 B11MOU-1060XES Intel Core i5-1155G7/16GB/512GB SSD/14""",Refurbished,MSI,Modern,Intel Core i5,16,512,SSD,,14.0,No,799.0
2071,"MSI Modern 14 B11SB-008ES Intel Core i7-1165G7/16GB/1TB SSD/MX450/14""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,MX 450,14.0,No,1449.0
2072,"MSI Modern 14 B11SB-009XES Intel Core i7-1165G7/16GB/512GB SSD/MX450/14""",Refurbished,MSI,Modern,Intel Core i7,16,512,SSD,MX 450,14.0,No,676.79
2073,"MSI Modern 14 B11SB-420XES Intel Core i7-1165G7/32GB/1TB SSD/MX450/14""",Refurbished,MSI,Modern,Intel Core i7,32,1000,SSD,MX 450,14.0,No,997.74
2074,"MSI Modern 14 B4MW-056XES AMD Ryzen 5 4500U/8GB/512GB SSD/14""",Refurbished,MSI,Modern,AMD Ryzen 5,8,512,SSD,,14.0,No,642.39
2075,"MSI Modern 15 A10M-628XES Intel Core i5-10210U/16GB/512GB SSD/15.6""",Refurbished,MSI,Modern,Intel Core i5,16,512,SSD,,15.6,No,631.18
2076,"MSI Modern 15 A10RBS-484XES Intel Core i7-10510U/16GB/1TB SSD/MX350/15.6""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,,15.6,No,665.74
2077,"MSI Modern 15 A11SB-011ES Intel Core i7-1165G7/16GB/1TB SSD/MX450/15.6""",Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,MX 450,15.6,No,712.99
2078,"MSI Modern 15 A11SB-858XES Intel Core i7-1195G7/32GB/1TB SSD/MX450/15.6""",Refurbished,MSI,Modern,Intel Core i7,32,1000,SSD,MX 450,15.6,No,1399.0
2079,"MSI Modern 15 A11SBU-620XES Intel Core i7-1165G7/32GB/1TB SSD/MX450/15.6""",Refurbished,MSI,Modern,Intel Core i7,32,1000,SSD,MX 450,15.6,No,1123.29
2080,"MSI Modern 15 A5M-010XES AMD Ryzen 5 5500U/8 GB/512GB SSD/15.6""",Refurbished,MSI,Modern,AMD Ryzen 5,8,512,SSD,,15.6,No,444.19
2081,"MSI P65 Creator 8SF-240ES Intel Core i7-8750H/32GB/1TB SSD/RTX 2070/15.6""",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 2070,15.6,No,1764.19
2082,"MSI Prestige 14 A11SCS-038ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650Ti/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,14.0,No,1124.79
2083,"MSI Prestige 14 A11SCX-002ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,14.0,No,1599.0
2084,"MSI Prestige 14 A11SCX-432ES Intel Core i7-1185G7/16GB/512GB SSD/GTX 1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,GTX 1650,14.0,No,843.14
2085,"MSI Prestige 14 A12SC-069XES Intel Core i7-1280P/16GB/512GB SSD/GTX1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,GTX 1650,14.0,No,1349.0
2086,"MSI Prestige 14 A12UC-065XES Intel Core i7-1280P/16GB/1TB SSD/RTX3050/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 3050,14.0,No,1499.0
2087,"MSI Prestige 14 Evo A11M-003ES Intel Core i7-1185G7/16GB/512GB SSD/14""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,,14.0,No,1149.0
2088,"MSI Prestige 15 A10SC-044XES Intel Core i7-10710U/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,789.19
2089,"MSI Prestige 15 A10SC-060XES Intel Core i7-10710U/16GB/1TB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,15.6,No,1022.39
2090,"MSI Prestige 15 A10SC-293XES Intel Core i7-10710U/32GB/1TB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,No,1014.54
2091,"MSI Prestige 15 A11SCS-032XES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650Ti/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,No,1014.19
2092,"MSI Prestige 15 A11SCX-019XES Intel Core i7-1185G7/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,1529.0
2093,"MSI Prestige 15 A11SCX-409XES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,No,1040.54
2094,"MSI Prestige 15 A11UC-096XES Intel Core i7-1195G7/32GB/1TB SSD/RTX 3050/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1599.0
2095,"MSI Pulse GL66 11UEK-061XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1599.0
2096,"MSI Pulse GL66 12UEK-085ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1799.0
2097,"MSI Pulse GL66 12UGK-084XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,1899.0
2098,"MSI Pulse GL66 12UGSZOK-1204XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2099.0
2099,"MSI Pulse GL76 11UEK-038XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1138.23
2100,"MSI Pulse GL76 11UEK-055XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1334.69
2101,"MSI Pulse GL76 12UEK-057XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1699.0
2102,"MSI Pulse GL76 12UEK-093ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1899.0
2103,"MSI Pulse GL76 12UGK-095XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1999.0
2104,"MSI Pulse GL76 12UGK-242ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,2199.0
2105,"MSI Raider GE66 12UE-822XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,2099.0
2106,"MSI Raider GE66 12UGS-006ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2799.0
2107,"MSI Raider GE66 Deluxe Edition 12UH-482ES Intel Core i9-12900HK/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 3080,15.6,No,3399.0
2108,"MSI Raider GE67HX 12UGS-024ES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2999.0
2109,"MSI Raider GE76 12UGS-005XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,2749.0
2110,"MSI Raider GE76 12UHS-612ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,3699.0
